articles_tibble_2013_fall.rds_1.txt,100.0,1.92
articles_tibble_2013_winter.rds_2.txt,56.0,3.9285714285714284
articles_tibble_2013_fall.rds_2.txt,54.0,6.703703703703703
articles_tibble_2013_fall.rds_4.txt,54.0,9.814814814814815
articles_tibble_2013_spring.rds_4.txt,54.0,5.925925925925926
articles_tibble_2013_winter.rds_4.txt,54.0,8.592592592592593
articles_tibble_2013_fall.rds_10.txt,52.0,7.384615384615385
articles_tibble_2013_fall.rds_8.txt,48.0,9.291666666666666
articles_tibble_2013_summer.rds_10.txt,48.0,4.916666666666667
articles_tibble_2013_summer.rds_13.txt,48.0,7.375
articles_tibble_2013_spring.rds_7.txt,46.0,7.913043478260869
articles_tibble_2013_spring.rds_9.txt,46.0,7.043478260869565
articles_tibble_2013_summer.rds_8.txt,46.0,2.869565217391304
articles_tibble_2013_spring.rds_10.txt,44.0,4.545454545454546
articles_tibble_2013_spring.rds_3.txt,42.0,4.809523809523809
articles_tibble_2013_spring.rds_8.txt,42.0,4.095238095238095
articles_tibble_2013_winter.rds_8.txt,42.0,7.714285714285714
articles_tibble_2013_fall.rds_3.txt,40.0,7.45
articles_tibble_2013_summer.rds_4.txt,40.0,2.75
articles_tibble_2013_winter.rds_5.txt,40.0,9.05
articles_tibble_2013_winter.rds_6.txt,40.0,6.15
articles_tibble_2013_fall.rds_5.txt,38.0,3.263157894736842
articles_tibble_2013_spring.rds_6.txt,38.0,6.2631578947368425
articles_tibble_2013_summer.rds_12.txt,38.0,3.4210526315789473
articles_tibble_2013_summer.rds_7.txt,38.0,3.736842105263158
articles_tibble_2013_winter.rds_11.txt,38.0,2.8421052631578947
articles_tibble_2013_winter.rds_3.txt,38.0,5.526315789473684
articles_tibble_2013_winter.rds_9.txt,38.0,4.0
articles_tibble_2013_spring.rds_12.txt,36.0,3.5
articles_tibble_2013_spring.rds_15.txt,36.0,3.0
articles_tibble_2013_summer.rds_9.txt,36.0,4.611111111111111
articles_tibble_2013_winter.rds_7.txt,36.0,5.611111111111111
articles_tibble_2013_spring.rds_16.txt,34.0,2.5294117647058822
articles_tibble_2013_summer.rds_11.txt,34.0,12.882352941176471
articles_tibble_2013_summer.rds_3.txt,34.0,2.588235294117647
articles_tibble_2013_winter.rds_12.txt,34.0,2.2941176470588234
articles_tibble_2013_fall.rds_11.txt,32.0,2.9375
articles_tibble_2013_fall.rds_15.txt,32.0,3.6875
articles_tibble_2013_spring.rds_2.txt,32.0,6.6875
articles_tibble_2013_winter.rds_14.txt,32.0,3.125
articles_tibble_2013_fall.rds_6.txt,30.0,4.8
articles_tibble_2013_winter.rds_13.txt,30.0,3.3333333333333335
articles_tibble_2013_spring.rds_5.txt,28.0,3.857142857142857
articles_tibble_2013_summer.rds_2.txt,28.0,2.0
articles_tibble_2013_winter.rds_10.txt,28.0,2.7142857142857144
articles_tibble_2013_fall.rds_7.txt,26.0,1.8461538461538463
articles_tibble_2013_summer.rds_14.txt,26.0,3.0
articles_tibble_2013_fall.rds_16.txt,24.0,2.4166666666666665
articles_tibble_2013_spring.rds_1.txt,24.0,2.4166666666666665
articles_tibble_2013_winter.rds_1.txt,24.0,2.25
articles_tibble_2013_fall.rds_14.txt,22.0,3.727272727272727
articles_tibble_2013_spring.rds_11.txt,22.0,2.727272727272727
articles_tibble_2013_fall.rds_12.txt,20.0,4.1
articles_tibble_2013_fall.rds_13.txt,20.0,2.4
articles_tibble_2013_summer.rds_6.txt,20.0,2.3
articles_tibble_2013_summer.rds_1.txt,18.0,2.111111111111111
articles_tibble_2013_spring.rds_13.txt,16.0,2.875
articles_tibble_2013_summer.rds_5.txt,14.0,1.8571428571428572
articles_tibble_2013_spring.rds_14.txt,10.0,1.2
articles_tibble_2013_fall.rds_9.txt,8.0,1.0
