customer,658
knowledge,203
need,85
fact,68
reason,46
sense,45
something,44
opinion,35
concern,31
matter,28
expectation,28
consideration,26
understand,23
leverage,21
trust,18
think,16
objective,16
someone,16
mind,15
consider,14
desire,12
perspective,12
motivation,10
doubt,9
understanding,8
thinking,7
feel,6
learn,6
decision-making,5
realize,4
argue,4
justify,4
regard,3
explain,3
know-how,2
youll,2
relate,2
motivate,2
clarify,2
knowledge-sharing,1
knowing,1
subject-matter,1
believe,1
standpoint,1
willingness,1
particular,1
accomplish,1
worthwhile,1
customer-company,1
good-quality,1
